study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB2827	SAMEA1531021	ERS139218	ERX154314	ERR178168	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178168/ERR178168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178168/ERR178168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178168/ERR178168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178168/ERR178168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178168/8205_3#21.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178168/8205_3#21.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178168	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178168		
PRJEB2827	SAMEA1531030	ERS139219	ERX154315	ERR178169	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178169/ERR178169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178169/ERR178169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178169/ERR178169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178169/ERR178169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178169/8205_3#22.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178169/8205_3#22.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178169	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178169		
PRJEB2827	SAMEA1531047	ERS139220	ERX154316	ERR178170	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178170/ERR178170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178170/ERR178170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178170/ERR178170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178170/ERR178170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178170/8205_3#23.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178170/8205_3#23.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178170	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178170		
PRJEB2827	SAMEA1531042	ERS139221	ERX154317	ERR178171	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178171/ERR178171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178171/ERR178171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178171/ERR178171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178171/ERR178171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178171/8205_3#24.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178171/8205_3#24.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178171	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178171		
PRJEB2827	SAMEA1531035	ERS139222	ERX154318	ERR178172	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178172/ERR178172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178172/ERR178172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178172/ERR178172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178172/ERR178172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178172/8205_3#25.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178172/8205_3#25.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178172	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178172		
PRJEB2827	SAMEA1531032	ERS139223	ERX154319	ERR178173	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178173/ERR178173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178173/ERR178173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178173/ERR178173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178173/ERR178173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178173/8205_3#26.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178173/8205_3#26.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178173	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178173		
PRJEB2827	SAMEA1531026	ERS139224	ERX154320	ERR178174	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178174/ERR178174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178174/ERR178174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178174/ERR178174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178174/ERR178174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178174/8205_3#27.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178174/8205_3#27.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178174	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178174		
PRJEB2827	SAMEA1531008	ERS139225	ERX154321	ERR178175	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178175/ERR178175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178175/ERR178175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178175/ERR178175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178175/ERR178175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178175/8205_3#28.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178175/8205_3#28.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178175	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178175		
PRJEB2827	SAMEA1531009	ERS139226	ERX154322	ERR178176	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178176/ERR178176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178176/ERR178176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178176/ERR178176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178176/ERR178176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178176/8205_3#29.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178176/8205_3#29.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178176	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178176		
PRJEB2827	SAMEA1531016	ERS139227	ERX154323	ERR178177	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178177/ERR178177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178177/ERR178177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178177/ERR178177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178177/ERR178177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178177/8205_3#30.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178177/8205_3#30.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178177	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178177		
PRJEB2827	SAMEA1530998	ERS139228	ERX154324	ERR178178	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178178/ERR178178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178178/ERR178178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178178/ERR178178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178178/ERR178178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178178/8205_3#31.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178178/8205_3#31.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178178	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178178		
PRJEB2827	SAMEA1531001	ERS139229	ERX154325	ERR178179	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178179/ERR178179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178179/ERR178179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178179/ERR178179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178179/ERR178179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178179/8205_3#32.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178179/8205_3#32.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178179	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178179		
PRJEB2827	SAMEA1530991	ERS139230	ERX154326	ERR178180	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178180/ERR178180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178180/ERR178180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178180/ERR178180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178180/ERR178180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178180/8205_3#33.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178180/8205_3#33.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178180	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178180		
PRJEB2827	SAMEA1530992	ERS139231	ERX154327	ERR178181	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178181/ERR178181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178181/ERR178181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178181/ERR178181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178181/ERR178181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178181/8205_3#34.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178181/8205_3#34.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178181	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178181		
PRJEB2827	SAMEA1530988	ERS139232	ERX154328	ERR178182	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178182/ERR178182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178182/ERR178182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178182/ERR178182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178182/ERR178182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178182/8205_3#35.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178182/8205_3#35.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178182	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178182		
PRJEB2827	SAMEA1531055	ERS139233	ERX154329	ERR178183	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178183/ERR178183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178183/ERR178183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178183/ERR178183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178183/ERR178183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178183/8205_3#36.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178183/8205_3#36.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178183	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178183		
PRJEB2827	SAMEA1531052	ERS139234	ERX154330	ERR178184	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178184/ERR178184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178184/ERR178184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178184/ERR178184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178184/ERR178184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178184/8205_3#37.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178184/8205_3#37.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178184	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178184		
PRJEB2827	SAMEA1531070	ERS139235	ERX154331	ERR178185	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178185/ERR178185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178185/ERR178185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178185/ERR178185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178185/ERR178185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178185/8205_3#38.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178185/8205_3#38.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178185	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178185		
PRJEB2827	SAMEA1531062	ERS139236	ERX154332	ERR178186	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178186/ERR178186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178186/ERR178186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178186/ERR178186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178186/ERR178186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178186/8205_3#39.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178186/8205_3#39.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178186	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178186		
PRJEB2827	SAMEA1531059	ERS139237	ERX154333	ERR178187	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178187/ERR178187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178187/ERR178187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178187/ERR178187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178187/ERR178187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178187/8205_3#40.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178187/8205_3#40.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178187	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178187		
PRJEB2827	SAMEA1531028	ERS139238	ERX154334	ERR178188	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178188/ERR178188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178188/ERR178188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178188/ERR178188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178188/ERR178188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178188/8205_3#41.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178188/8205_3#41.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178188	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178188		
PRJEB2827	SAMEA1531023	ERS139239	ERX154335	ERR178189	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178189/ERR178189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178189/ERR178189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178189/ERR178189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178189/ERR178189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178189/8205_3#42.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178189/8205_3#42.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178189	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178189		
PRJEB2827	SAMEA1531051	ERS139240	ERX154336	ERR178190	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178190/ERR178190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178190/ERR178190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178190/ERR178190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178190/ERR178190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178190/8205_3#43.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178190/8205_3#43.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178190	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178190		
PRJEB2827	SAMEA1531058	ERS139241	ERX154337	ERR178191	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178191/ERR178191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178191/ERR178191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178191/ERR178191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178191/ERR178191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178191/8205_3#44.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178191/8205_3#44.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178191	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178191		
PRJEB2827	SAMEA1531054	ERS139242	ERX154338	ERR178192	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178192/ERR178192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178192/ERR178192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178192/ERR178192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178192/ERR178192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178192/8205_3#45.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178192/8205_3#45.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178192	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178192		
PRJEB2827	SAMEA1531060	ERS139243	ERX154339	ERR178193	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178193/ERR178193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178193/ERR178193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178193/ERR178193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178193/ERR178193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178193/8205_3#46.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178193/8205_3#46.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178193	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178193		
PRJEB2827	SAMEA1531065	ERS139244	ERX154340	ERR178194	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178194/ERR178194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178194/ERR178194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178194/ERR178194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178194/ERR178194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178194/8205_3#47.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178194/8205_3#47.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178194	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178194		
PRJEB2827	SAMEA1531025	ERS139245	ERX154341	ERR178195	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178195/ERR178195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178195/ERR178195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178195/ERR178195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178195/ERR178195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178195/8205_3#48.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178195/8205_3#48.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178195	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178195		
PRJEB2827	SAMEA1531034	ERS139246	ERX154342	ERR178196	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178196/ERR178196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178196/ERR178196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178196/ERR178196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178196/ERR178196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178196/8205_3#49.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178196/8205_3#49.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178196	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178196		
PRJEB2827	SAMEA1531039	ERS139247	ERX154343	ERR178197	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178197/ERR178197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178197/ERR178197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178197/ERR178197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178197/ERR178197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178197/8205_3#50.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178197/8205_3#50.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178197	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178197		
PRJEB2827	SAMEA1531037	ERS139248	ERX154344	ERR178198	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178198/ERR178198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178198/ERR178198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178198/ERR178198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178198/ERR178198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178198/8205_3#51.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178198/8205_3#51.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178198	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178198		
PRJEB2827	SAMEA1531044	ERS139249	ERX154345	ERR178199	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178199/ERR178199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178199/ERR178199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178199/ERR178199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178199/ERR178199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178199/8205_3#52.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178199/8205_3#52.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178199	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178199		
